1.930150000000000148e+02,1.061582499999999982e+03,5.526315789473684958e+01,1.939499999999999886e+02,-2.803738317757012433e-01,4.760321378752237109e+01,3.045454545454545041e+02,0.000000000000000000e+00
1.929899999999999807e+02,1.061444999999999936e+03,1.000000000000000000e+02,1.981999999999999886e+02,1.119999999999998774e+00,4.754775001598590478e+01,3.196969696969697452e+02,0.000000000000000000e+00
1.925100000000000193e+02,1.058804999999999836e+03,7.716535433070848171e+01,1.935999999999999943e+02,nan,4.274954373795900153e+01,3.578991596638654187e+02,1.000000000000000000e+00
1.929799999999999898e+02,1.061389999999999873e+03,5.104166666666660745e+01,1.935999999999999943e+02,3.999999999999961919e-01,4.462942086094197691e+01,2.550000000000000568e+02,1.000000000000000000e+00
1.932400000000000091e+02,1.062819999999999936e+03,6.614583333333341386e+01,1.950500000000000114e+02,1.036697247706420022e+00,4.723825867858023742e+01,2.925925925925926094e+02,0.000000000000000000e+00
1.933550000000000182e+02,1.063452499999999873e+03,1.666666666666686325e+01,1.903000000000000114e+02,3.466666666666696761e-01,4.782032806491216093e+01,3.131147540983604927e+02,1.000000000000000000e+00
1.942000000000000171e+02,1.068099999999999909e+03,3.532338308457718767e+01,1.922500000000000000e+02,1.000000000000000000e+00,5.548420533129986154e+01,3.734972677595629307e+02,0.000000000000000000e+00
1.940600000000000023e+02,1.067329999999999927e+03,8.955223880597062092e+00,1.895999999999999943e+02,1.020408163265310808e+00,5.467153229480867083e+01,3.436102236421724001e+02,1.000000000000000000e+00
1.941400000000000148e+02,1.067769999999999754e+03,0.000000000000000000e+00,1.886999999999999886e+02,-5.035971223021488280e-02,5.611910614105859452e+01,2.983050847457626560e+02,1.000000000000000000e+00
1.940300000000000296e+02,1.067165000000000191e+03,6.547085201793728970e+01,1.939499999999999886e+02,6.947368421052655396e-01,5.825726403579543700e+01,2.513220338983052216e+02,0.000000000000000000e+00
1.933000000000000114e+02,1.063150000000000091e+03,5.470852017937212253e+01,1.981999999999999886e+02,7.199999999999932010e-01,5.535379585527827828e+01,2.908979089790899479e+02,1.000000000000000000e+00
1.928499999999999943e+02,1.060675000000000182e+03,5.201793721973101725e+01,1.935999999999999943e+02,-4.000000000000025202e-01,5.437762468840488594e+01,2.815204678362572395e+02,1.000000000000000000e+00
1.925300000000000296e+02,1.058914999999999964e+03,9.596412556053822129e+01,1.935999999999999943e+02,5.496183206106894925e-01,5.420242671111262922e+01,2.117773019271948272e+02,0.000000000000000000e+00
1.919549999999999841e+02,1.055752500000000055e+03,7.713004484304923380e+01,1.950500000000000114e+02,1.651376146789004795e-01,5.101627056531522442e+01,2.216783216783218222e+02,1.000000000000000000e+00
1.922899999999999920e+02,1.057595000000000027e+03,7.196652719665257791e+01,1.903000000000000114e+02,2.807017543859644526e-01,5.330326608101029251e+01,1.990512333965845357e+02,1.000000000000000000e+00
1.925250000000000057e+02,1.058887500000000045e+03,9.330543933054384809e+01,1.922500000000000000e+02,1.276119402985073092e+00,5.610661336134503330e+01,1.997495826377296169e+02,0.000000000000000000e+00
1.915949999999999989e+02,1.053772500000000036e+03,2.719665271966523079e+01,1.895999999999999943e+02,8.771929824561420785e-01,5.677606942829065417e+01,2.085714285714286120e+02,1.000000000000000000e+00
1.914350000000000023e+02,1.052892500000000155e+03,2.343096234309629722e+01,1.886999999999999886e+02,1.153153153153151811e+00,6.405640415632413465e+01,2.108333333333333144e+02,1.000000000000000000e+00
1.908299999999999841e+02,1.049565000000000055e+03,2.138157894736839637e+01,1.949000000000000057e+02,nan,6.729772350643006007e+01,2.148201438848922180e+02,1.000000000000000000e+00
1.901449999999999818e+02,1.045797500000000127e+03,3.643617021276590862e+01,1.981999999999999886e+02,4.942528735632203407e-01,6.606865652078413120e+01,2.003996802557953174e+02,1.000000000000000000e+00
1.895949999999999704e+02,1.042772500000000036e+03,4.494680851063820626e+01,1.935999999999999943e+02,4.285714285714324334e-01,6.508737716184518263e+01,1.956035171862511106e+02,0.000000000000000000e+00
1.888849999999999909e+02,1.038867500000000291e+03,5.026595744680841449e+01,1.935999999999999943e+02,1.287878787878780351e-01,6.325503397311899789e+01,1.914468425259793207e+02,0.000000000000000000e+00
1.878700000000000045e+02,1.033285000000000082e+03,6.410256410256410220e+01,1.950500000000000114e+02,-2.580645161290542541e-02,5.822843822843816497e+01,2.026378896882493166e+02,0.000000000000000000e+00
1.868599999999999852e+02,1.027730000000000018e+03,1.000000000000000000e+02,1.903000000000000114e+02,6.302521008403343394e-01,5.239372138652704791e+01,1.674534161490681754e+02,0.000000000000000000e+00
1.852349999999999852e+02,1.018792500000000132e+03,1.000000000000000000e+02,1.922500000000000000e+02,8.728813559322035065e-01,4.419228253760618941e+01,1.682505399568034079e+02,1.000000000000000000e+00
1.837450000000000045e+02,1.010597499999999968e+03,1.000000000000000000e+02,1.895999999999999943e+02,8.679245283018856005e-01,3.617986017735773174e+01,1.969325153374233537e+02,1.000000000000000000e+00
