2.281099000000000160e+04,1.254604450000000215e+05,7.709627329192532841e+01,2.289779999999999927e+04,1.761322789360167951e-01,5.419872367209246988e+01,1.751780151312863154e+02,0.000000000000000000e+00
2.281943000000000029e+04,1.255068650000000052e+05,7.745859213250541586e+01,2.289920000000000073e+04,9.687264506405453002e-01,5.636276991541130599e+01,1.888295505117933430e+02,0.000000000000000000e+00
2.282823000000000320e+04,1.255552649999999849e+05,9.269300284017010227e+00,2.263579999999999927e+04,nan,5.861691070216077293e+01,2.093720491029275195e+02,1.000000000000000000e+00
2.285493999999999869e+04,1.257021699999999983e+05,9.269300284017010227e+00,2.263579999999999927e+04,3.903030303030280979e-01,6.745775866566503964e+01,1.893711419753086602e+02,1.000000000000000000e+00
2.285883000000000175e+04,1.257235649999999878e+05,3.906532403821315569e+01,2.275120000000000073e+04,1.000500125031250631e+00,7.491610863726333491e+01,1.835427394438723354e+02,0.000000000000000000e+00
2.286359000000000378e+04,1.257497449999999953e+05,0.000000000000000000e+00,2.259990000000000146e+04,5.522883295194516151e-01,8.018909623344200099e+01,1.897584482127607544e+02,1.000000000000000000e+00
2.289629999999999927e+04,1.259296500000000233e+05,7.731199999999954287e+01,2.291629999999999927e+04,1.465854719443258625e-01,9.018909623344201520e+01,1.810784433329267813e+02,0.000000000000000000e+00
2.288315000000000146e+04,1.258573249999999971e+05,9.971199999999953434e+01,2.298629999999999927e+04,1.273773470623871251e+00,9.245789623344205665e+01,1.510693120329811450e+02,0.000000000000000000e+00
2.284365999999999985e+04,1.256401300000000192e+05,5.641738251642235724e+01,2.281470000000000073e+04,8.815875081326746132e-02,9.142696959049135330e+01,1.521544635221366093e+02,1.000000000000000000e+00
2.283831000000000131e+04,1.256107050000000017e+05,9.638706417382533687e+01,2.289779999999999927e+04,2.041010968049552787e-01,9.578523133884911545e+01,1.384154929577462951e+02,0.000000000000000000e+00
2.281714000000000306e+04,1.254942700000000041e+05,9.873673572511368945e+01,2.289920000000000073e+04,2.750611246943759358e-01,9.614652492146657892e+01,1.376672535211265824e+02,0.000000000000000000e+00
2.272177000000000044e+04,1.249697350000000006e+05,1.000000000000000000e+02,2.263579999999999927e+04,3.223027217544513490e-01,9.627285134895521423e+01,1.469638415067517769e+02,0.000000000000000000e+00
2.261197000000000116e+04,1.243658349999999773e+05,9.767777991905968804e+01,2.263579999999999927e+04,1.046190216402978379e+00,9.505049557972444063e+01,1.724518897964832718e+02,1.000000000000000000e+00
2.245813000000000102e+04,1.235197149999999820e+05,8.385280000000004463e+01,2.275120000000000073e+04,4.073595868302163359e-01,8.756133888893781148e+01,1.772504059440041146e+02,1.000000000000000000e+00
2.232718999999999869e+04,1.227995449999999983e+05,9.179519999999995150e+01,2.259990000000000146e+04,2.025562656293447006e-01,8.146354642080081021e+01,1.723347930915712141e+02,0.000000000000000000e+00
2.216319999999999709e+04,1.218976000000000204e+05,1.000000000000000000e+02,2.291629999999999927e+04,1.023360287511234423e+00,7.228402642080081364e+01,1.665246272695959249e+02,0.000000000000000000e+00
2.203131999999999971e+04,1.211722600000000239e+05,1.000000000000000000e+02,2.298629999999999927e+04,5.295259666720565361e-01,6.399643037250226740e+01,1.773292418390562375e+02,1.000000000000000000e+00
2.190430000000000291e+04,1.204736499999999942e+05,8.940273357049245817e+01,2.281470000000000073e+04,4.126361655773412296e-01,5.399643037250226740e+01,1.861436906936995683e+02,1.000000000000000000e+00
2.180348000000000320e+04,1.199191399999999849e+05,1.000000000000000000e+02,2.297290000000000146e+04,nan,4.505615701545302443e+01,1.783245908724779838e+02,0.000000000000000000e+00
2.169193999999999869e+04,1.193056699999999837e+05,1.000000000000000000e+02,2.289920000000000073e+04,9.736111111111110938e-01,3.505615701545302443e+01,1.655971831449397200e+02,1.000000000000000000e+00
2.161490999999999985e+04,1.188820050000000047e+05,1.000000000000000000e+02,2.263579999999999927e+04,5.206691020957509020e-01,2.898977894907499220e+01,2.016859234320401697e+02,1.000000000000000000e+00
2.161115000000000146e+04,1.188613250000000116e+05,8.777644230769222133e+01,2.263579999999999927e+04,9.335820895522387586e-01,2.182316425205806354e+01,2.025608084960601047e+02,1.000000000000000000e+00
2.162835000000000218e+04,1.189559250000000029e+05,2.278621301119347464e+01,2.275120000000000073e+04,7.386954781912808965e-01,1.579355656560685262e+01,2.626375118837431728e+02,1.000000000000000000e+00
2.166509999999999854e+04,1.191580500000000029e+05,2.287487531862994317e+01,2.259990000000000146e+04,8.308839190628296567e-01,1.362472850058303742e+01,2.992666032867040826e+02,0.000000000000000000e+00
2.170040000000000146e+04,1.193522000000000116e+05,0.000000000000000000e+00,2.291629999999999927e+04,-1.547461785242631657e-02,1.133724096872004594e+01,3.522598603510087969e+02,1.000000000000000000e+00
2.177641999999999825e+04,1.197703099999999977e+05,1.712403951701460159e+01,2.298629999999999927e+04,1.049102927289903064e+00,1.215625184209779164e+01,3.240336134453781369e+02,0.000000000000000000e+00
2.179817000000000553e+04,1.198899349999999977e+05,0.000000000000000000e+00,2.281470000000000073e+04,5.667973856209130856e-01,1.044384789039633077e+01,3.493817311527734546e+02,1.000000000000000000e+00
2.185633000000000175e+04,1.202098149999999878e+05,0.000000000000000000e+00,2.297290000000000146e+04,3.025534441805221575e-01,1.044384789039633077e+01,3.818558037495019448e+02,0.000000000000000000e+00
2.193914000000000306e+04,1.206652699999999750e+05,0.000000000000000000e+00,2.298220000000000073e+04,3.140873954882443253e-01,1.112659566176495574e+01,4.605185038590961994e+02,0.000000000000000000e+00
2.200918000000000029e+04,1.210504899999999761e+05,3.933621933621964928e+01,2.263579999999999927e+04,nan,1.296935381045176783e+01,2.993317809051329732e+02,0.000000000000000000e+00
2.207813000000000102e+04,1.214297149999999965e+05,2.833385302983074183e+01,2.263579999999999927e+04,2.761107234240528507e-01,1.373758832306131339e+01,2.574972157537713429e+02,1.000000000000000000e+00
2.217565000000000146e+04,1.219660749999999971e+05,2.748036544318012631e+01,2.275120000000000073e+04,8.814540059347159007e-01,1.805023775358836247e+01,2.756919801277501278e+02,0.000000000000000000e+00
2.226575000000000364e+04,1.224616249999999854e+05,1.097932360955340192e+00,2.259990000000000146e+04,5.775000000000025668e-01,2.241487124092404670e+01,3.522807017543867687e+02,1.000000000000000000e+00
2.234052999999999884e+04,1.228729149999999936e+05,0.000000000000000000e+00,2.291629999999999927e+04,3.110002375861273261e-01,2.529079106839254365e+01,3.262240214203758342e+02,1.000000000000000000e+00
2.242457999999999811e+04,1.233351900000000169e+05,8.190108733777446304e+00,2.298629999999999927e+04,1.014226590791515781e+00,3.028572452782642443e+01,2.108386237968462638e+02,0.000000000000000000e+00
2.247459999999999854e+04,1.236103000000000175e+05,0.000000000000000000e+00,2.281470000000000073e+04,3.316582914572850371e-01,3.513723246438229353e+01,1.923083127217980746e+02,1.000000000000000000e+00
