4.985949999999999704e+02,2.742272500000000036e+03,1.000000000000000000e+02,5.086999999999999886e+02,8.734177215189875554e-01,5.626189943373719871e+01,2.610165184243965086e+02,0.000000000000000000e+00
4.965350000000000250e+02,2.730942500000000564e+03,1.000000000000000000e+02,5.065000000000000000e+02,9.855072463768083102e-01,4.736959174142951667e+01,2.710183938986092471e+02,1.000000000000000000e+00
4.943350000000000364e+02,2.718842500000000200e+03,7.352185089974302912e+01,4.988000000000000114e+02,nan,3.736959174142951667e+01,2.934043632673770503e+02,1.000000000000000000e+00
4.932549999999999386e+02,2.712902500000000146e+03,7.352185089974302912e+01,4.988000000000000114e+02,1.059829059829058950e+00,3.001740665145521803e+01,2.830931796349663614e+02,1.000000000000000000e+00
4.938300000000000409e+02,2.716064999999999600e+03,3.142144638403994250e+01,4.908000000000000114e+02,3.139931740614316236e-01,2.266522156148091227e+01,3.314511232544019776e+02,1.000000000000000000e+00
4.964499999999999886e+02,2.730474999999999909e+03,4.476923076923080203e+01,4.990500000000000114e+02,4.918032786885134094e-02,2.786663520528549043e+01,3.134790528233148734e+02,0.000000000000000000e+00
4.979050000000000296e+02,2.738477499999999509e+03,5.984615384615381828e+01,5.039499999999999886e+02,8.089430894308963227e-01,2.756149126946672823e+01,3.560655737704915964e+02,0.000000000000000000e+00
4.986850000000000591e+02,2.742767499999999472e+03,5.676923076923073808e+01,5.029499999999999886e+02,1.199324324324323454e+00,2.609969746161481652e+01,2.996219281663518359e+02,1.000000000000000000e+00
4.994899999999999523e+02,2.747195000000000164e+03,8.307692307692272848e+00,4.871999999999999886e+02,4.076086956521743909e-01,2.432318932245106424e+01,4.180722891566262547e+02,1.000000000000000000e+00
5.023249999999999886e+02,2.762787499999999454e+03,1.446153846153842615e+01,5.086999999999999886e+02,6.990291262135903683e-01,3.119733812446867915e+01,4.140562248995981349e+02,0.000000000000000000e+00
5.049600000000000364e+02,2.777280000000000200e+03,1.107692307692314593e+01,5.065000000000000000e+02,8.529411764705882026e-01,3.745610231110167376e+01,3.951612903225799300e+02,1.000000000000000000e+00
5.077600000000000477e+02,2.792679999999999836e+03,0.000000000000000000e+00,4.988000000000000114e+02,7.863013698630149095e-01,4.097631698015356250e+01,3.621776504297981774e+02,1.000000000000000000e+00
5.103300000000000409e+02,2.806815000000000055e+03,0.000000000000000000e+00,4.988000000000000114e+02,-1.666666666666690444e-01,4.286003791038613286e+01,3.352122477383436490e+02,0.000000000000000000e+00
5.126999999999999318e+02,2.819849999999999454e+03,0.000000000000000000e+00,4.908000000000000114e+02,1.130952380952370412e-01,4.544143325922334498e+01,2.820459290187887404e+02,0.000000000000000000e+00
5.140800000000000409e+02,2.827439999999999600e+03,8.343558282208569210e+01,4.990500000000000114e+02,7.357142857142824344e-01,5.140672610087194982e+01,2.172025723472667948e+02,0.000000000000000000e+00
5.136600000000000819e+02,2.825129999999999200e+03,4.171779141104318711e+01,5.039499999999999886e+02,9.537037037037034981e-01,4.990695102801511496e+01,2.104693140794224178e+02,1.000000000000000000e+00
5.129300000000000637e+02,2.821114999999999327e+03,4.522821576763471541e+01,5.029499999999999886e+02,7.538461538461503908e-01,5.119744606331887837e+01,2.615087040618954006e+02,1.000000000000000000e+00
5.130850000000000364e+02,2.821967499999999291e+03,3.900414937759322953e+01,4.871999999999999886e+02,6.343750000000034639e-01,5.362467762151820949e+01,2.663346613545814989e+02,1.000000000000000000e+00
5.125999999999999091e+02,2.819300000000000182e+03,7.704918032786838467e+01,4.891999999999999886e+02,nan,5.515465588248364526e+01,2.752650176678449725e+02,0.000000000000000000e+00
5.119300000000000068e+02,2.815614999999999782e+03,7.704918032786838467e+01,5.065000000000000000e+02,5.571428571428539422e-01,5.345398864672125683e+01,2.030114226375910391e+02,1.000000000000000000e+00
5.131399999999999864e+02,2.822269999999999982e+03,4.627906976744207412e+01,4.988000000000000114e+02,7.040000000000009583e-01,5.574907061393442120e+01,1.914345114345114212e+02,0.000000000000000000e+00
5.142949999999999591e+02,2.828622500000000400e+03,1.883720930232563262e+01,4.988000000000000114e+02,8.433734939759135463e-02,6.112116363719020740e+01,1.906666666666666572e+02,1.000000000000000000e+00
5.157199999999999136e+02,2.836460000000000491e+03,2.581395348837214243e+01,4.908000000000000114e+02,2.133333333333313209e-01,6.923744270695763703e+01,1.956981132075471521e+02,0.000000000000000000e+00
5.150099999999999909e+02,2.832555000000000746e+03,5.965292841648602007e+01,4.990500000000000114e+02,9.515151515151543116e-01,7.665604735812043202e+01,2.032538569424963555e+02,0.000000000000000000e+00
5.112350000000000136e+02,2.811792500000000018e+03,6.843783209351745711e+01,5.039499999999999886e+02,1.048192771084334618e+00,7.069075451647182717e+01,2.104576144036008998e+02,1.000000000000000000e+00
